P32234	GO:0005525	F
Q9S9Z8	GO:0051117	F
Q06967	GO:0008426	F
Q9S9U6	GO:0016847	F
Q84PN8	GO:0016787	F
O23507	GO:0004222	F
Q16537	GO:0008601	F
P36876	GO:0032403	F
P36876	GO:0051721	F
P36876	GO:0048156	F
Q00005	GO:0008601	F
P15459	GO:0043424	F
Q39649	GO:0045735	F
P55194	GO:0017124	F
Q06649	GO:0017124	F
Q91Y80	GO:0017124	F
Q78JT3	GO:0000334	F
Q8GSN8	GO:0033809	F
Q5XF51	GO:0004222	F
Q8QGR0	GO:0048019	F
Q9NRA8	GO:0044822	F
Q9NRA8	GO:0008565	F
Q8GWW6	GO:0004222	F
Q9JHJ5	GO:0005232	F
P31387	GO:0004993	F
Q8W1W9	GO:0033810	F
Q9ZUJ5	GO:0004222	F
O46411	GO:0042802	F
P31072	GO:0050661	F
P31072	GO:0004616	F
A0A096SRM5	GO:0047243	F
A0A096SRM5	GO:0035251	F
P05408	GO:0005525	F
P05408	GO:0051082	F
P13917	GO:0042802	F
B3TKC8	GO:0035251	F
P20848	GO:0004867	F
Q63041	GO:0048403	F
Q63041	GO:0048406	F
Q63041	GO:0032403	F
P83168	GO:0004867	F
Q3V1N9	GO:0001962	F
Q7M370	GO:0019213	F
P51912	GO:0015175	F
Q10343	GO:0016208	F
Q10343	GO:0005524	F
Q9LK64	GO:0042626	F
Q9LK64	GO:0010290	F
Q9LK64	GO:0015431	F
Q9LJK2	GO:0010295	F
Q92337	GO:0005524	F
Q9ESR9	GO:0005524	F
Q9QYJ4	GO:0042626	F
Q9JI39	GO:0042803	F
Q9NUQ8	GO:0098641	F
Q7TMS5	GO:0008559	F
Q9QZM5	GO:0008134	F
P13689	GO:0010011	F
P13689	GO:0008270	F
Q9USY4	GO:0003688	F
Q37145	GO:0005262	F
Q6ZQK5	GO:0017137	F
Q9STX1	GO:0000062	F
Q9S7D9	GO:0042803	F
Q9S7D9	GO:0004672	F
O80963	GO:0042803	F
O80963	GO:0004672	F
Q9LY50	GO:0042803	F
Q9FIJ6	GO:0042803	F
Q9FIJ6	GO:0004672	F
O14258	GO:0000978	F
O14258	GO:0001077	F
Q6T267	GO:0004451	F
Q6Z6M4	GO:0004451	F
P23795	GO:0001540	F
Q8L856	GO:0016491	F
P20420	GO:0042166	F
P20420	GO:0004889	F
P20420	GO:0046982	F
O54967	GO:0050699	F
Q5U2X5	GO:0004713	F
Q16570	GO:0019957	F
Q16570	GO:0004872	F
Q16570	GO:0004888	F
Q9Y615	GO:0005200	F
Q9Y614	GO:0005200	F
Q4WLN1	GO:0003994	F
C8VG90	GO:0003994	F
Q99KI0	GO:0003994	F
P25701	GO:0000036	F
O80800	GO:0050897	F
O80800	GO:0046872	F
Q336V5	GO:0008794	F
Q336V5	GO:0016791	F
Q10SX6	GO:0008794	F
Q10SX6	GO:0016791	F
Q2UVH8	GO:0004040	F
P08001	GO:0004040	F
P08001	GO:0008144	F
P08001	GO:0042806	F
Q9GL10	GO:0008144	F
Q54HE7	GO:0008976	F
Q9Z1P2	GO:0019904	F
P07845	GO:0042802	F
P68135	GO:0048306	F
P68135	GO:0042802	F
Q91XE4	GO:0004046	F
Q91XE4	GO:0042802	F
P56544	GO:0003998	F
Q10743	GO:0004222	F
O35227	GO:0004175	F
Q9JK15	GO:0005545	F
Q9JK15	GO:0005547	F
Q9JK15	GO:0043325	F
Q9JK15	GO:0005546	F
Q9EQR2	GO:0008609	F
Q9QYB5	GO:0005198	F
P48814	GO:0004022	F
P48815	GO:0004022	F
Q9NAR7	GO:0004022	F
P10807	GO:0042802	F
Q3Y5Z3	GO:0033691	F
Q8CGZ2	GO:0019904	F
Q4WQ08	GO:0008237	F
Q7T291	GO:0008663	F
Q7T291	GO:0047631	F
Q7T291	GO:0047734	F
Q7T291	GO:0030145	F
P07700	GO:0004940	F
P07700	GO:0008144	F
P07700	GO:0031402	F
P07700	GO:0050824	F
O59710	GO:0004324	F
O59710	GO:0050660	F
O59710	GO:0050661	F
O59710	GO:0015039	F
P51825	GO:0003700	F
Q9Y4W6	GO:0051082	F
Q6ULP2	GO:0030276	F
O88788	GO:0015459	F
Q92457	GO:0004557	F
Q92451	GO:0004557	F
A2QL72	GO:0015925	F
A2QL72	GO:0016798	F
Q9UPQ3	GO:0005543	F
A7UNK4	GO:0005534	F
A9ZPJ6	GO:0047634	F
Q9FNP9	GO:0047634	F
Q9SZJ6	GO:0008134	F
P56526	GO:0004558	F
O04931	GO:0004558	F
Q8TD06	GO:0002162	F
O95490	GO:0004930	F
Q9ESC1	GO:0046983	F
Q4WW45	GO:0046559	F
Q8N157	GO:0042802	F
Q8LPN5	GO:0043621	F
Q8VYJ2	GO:0003680	F
Q8VYJ2	GO:0003677	F
Q8VYJ2	GO:0043565	F
O95433	GO:0001671	F
O95433	GO:0098641	F
O95433	GO:0051087	F
Q9BQI0	GO:0051015	F
Q91WR5	GO:0047023	F
Q91WR5	GO:0033764	F
P31210	GO:0047568	F
Q54DK4	GO:0005524	F
O55074	GO:0019901	F
Q9P0M2	GO:0051018	F
Q7TN79	GO:0034237	F
Q7TN79	GO:0019901	F
Q63014	GO:0003677	F
Q63014	GO:0003690	F
Q63014	GO:0034237	F
Q63014	GO:0008270	F
Q9SA18	GO:0004072	F
Q9SA18	GO:0004412	F
O81852	GO:0004072	F
O81852	GO:0004412	F
Q53H80	GO:0019899	F
Q9SAR5	GO:0030941	F
Q9SAR5	GO:0051861	F
P47739	GO:0004028	F
P47739	GO:0016620	F
P47740	GO:0004029	F
Q8CHT0	GO:0003842	F
D4AEP7	GO:0005509	F
D4AEP7	GO:0020037	F
P21847	GO:0036094	F
P21847	GO:0070324	F
P08835	GO:0036094	F
Q5RJP0	GO:0004032	F
Q5RJP0	GO:0004033	F
Q9UUN9	GO:0008106	F
Q7G192	GO:0004031	F
P45376	GO:0004032	F
P27800	GO:0008106	F
P54216	GO:0004332	F
P54216	GO:0042802	F
Q9FFF5	GO:0035064	F
Q9FFF5	GO:0044212	F
O81488	GO:0035064	F
Q8LA16	GO:0035064	F
Q9Y7I4	GO:0004584	F
Q6P6J4	GO:0016706	F
Q8K1E6	GO:0051747	F
Q8K1E6	GO:0016706	F
O60024	GO:0019863	F
Q94G86	GO:0042973	F
Q94G86	GO:0042803	F
Q9VC44	GO:0071855	F
P0DN22	GO:0047869	F
P0DN23	GO:0047869	F
P55789	GO:0050660	F
P55789	GO:0015035	F
Q9C7I5	GO:0047381	F
Q9C7I5	GO:0016295	F
Q9C7I5	GO:0016296	F
Q9C7I8	GO:0016297	F
Q8W583	GO:0047381	F
Q8W583	GO:0016295	F
Q8W583	GO:0016296	F
F4HX80	GO:0016297	F
F4HX80	GO:0047381	F
Q62840	GO:0030345	F
Q99218	GO:0030345	F
P45561	GO:0042802	F
Q8K371	GO:0042802	F
P50998	GO:0003876	F
Q9CPY7	GO:0008233	F
P14904	GO:0042802	F
P14904	GO:0070006	F
P15144	GO:0004177	F
P15144	GO:0008237	F
P15144	GO:0004872	F
P15541	GO:0008237	F
Q96WX8	GO:0016805	F
P55302	GO:0050750	F
Q99068	GO:0035473	F
P00687	GO:0016160	F
P16098	GO:0042802	F
P36914	GO:0004339	F
P00688	GO:0016160	F
P97822	GO:0019212	F
Q7T1K4	GO:0005497	F
Q7T1K4	GO:0004882	F
Q7T1K4	GO:0003700	F
P97802	GO:0004540	F
Q9UNK9	GO:0008190	F
Q9UNK9	GO:0019904	F
P27043	GO:0004540	F
O95841	GO:0005102	F
Q8IWZ3	GO:0044822	F
Q865U8	GO:0003779	F
Q865U8	GO:0031432	F
P0C0T2	GO:0042803	F
Q3TPE9	GO:0019899	F
Q9SU94	GO:0016274	F
P04002	GO:0050825	F
P18293	GO:0004383	F
P17342	GO:0042562	F
P17342	GO:0016941	F
Q86SG2	GO:0031432	F
Q9H9E1	GO:0030169	F
Q99PE2	GO:0042826	F
Q7Z6G8	GO:0046875	F
Q7XJR2	GO:0005315	F
Q66GI9	GO:0005315	F
Q3E9A0	GO:0005315	F
P22465	GO:0005544	F
Q9UJ72	GO:0005509	F
P97384	GO:0005509	F
P97384	GO:0005544	F
P97384	GO:0008429	F
P27216	GO:1901611	F
P27216	GO:0001786	F
P19619	GO:0005509	F
P19619	GO:0005544	F
P19620	GO:0044548	F
P13214	GO:0048306	F
P13214	GO:0030246	F
P13214	GO:0035374	F
P13214	GO:0008201	F
P13214	GO:0042802	F
P20072	GO:0048306	F
P20072	GO:0042802	F
O54754	GO:0004031	F
O54754	GO:0009055	F
G3X982	GO:0004031	F
G3X982	GO:0009055	F
G3X982	GO:0030151	F
P18484	GO:0032403	F
P63009	GO:0005215	F
Q6PEC0	GO:0016787	F
Q9Y6B7	GO:0005215	F
Q9Y587	GO:0005215	F
O70248	GO:0001540	F
O35827	GO:0001540	F
Q9LDK9	GO:0043424	F
Q9URV2	GO:0070628	F
Q9SRW7	GO:0004020	F
Q84JF0	GO:0004020	F
Q9HDC9	GO:0004064	F
B9W4V6	GO:0020037	F
B9W4V6	GO:0004601	F
B9W4V8	GO:0020037	F
B9W4V8	GO:0004601	F
Q9SU38	GO:0003999	F
Q9LFP0	GO:0003999	F
P61798	GO:0033699	F
O74859	GO:0033699	F
O74859	GO:0030983	F
O74859	GO:1990165	F
O74859	GO:0003697	F
O74859	GO:0008270	F
O96559	GO:0030899	F
O96559	GO:0017110	F
O23461	GO:0009702	F
Q3UYH7	GO:0004703	F
O45782	GO:0030346	F
P36397	GO:0016004	F
P0DH91	GO:0016004	F
Q62848	GO:0005096	F
Q61176	GO:0004053	F
Q12611	GO:0004053	F
Q9NWB6	GO:0098641	F
Q8NFD5	GO:0003677	F
P53111	GO:0004090	F
P53111	GO:0016491	F
Q4LE39	GO:0004407	F
Q8W468	GO:0004842	F
Q8CG45	GO:0004032	F
Q9D0J4	GO:0019003	F
Q9D0J4	GO:0005525	F
P37996	GO:0019003	F
P37996	GO:0005525	F
P40617	GO:0005525	F
P51646	GO:0005525	F
Q96BM9	GO:0005525	F
P24057	GO:0005212	F
Q7SIE0	GO:0005212	F
Q9SA96	GO:0047769	F
Q9SSE7	GO:0047769	F
Q9FNJ8	GO:0047769	F
Q9SGD6	GO:0047769	F
Q86WX3	GO:0019899	F
Q86WX3	GO:0044822	F
P20443	GO:0002046	F
P20443	GO:0051219	F
P15887	GO:0030507	F
P50429	GO:0004065	F
P53244	GO:0031625	F
Q96QS3	GO:0000981	F
P50294	GO:0004060	F
P50295	GO:0004060	F
Q8WPA2	GO:0042562	F
Q8WPA2	GO:0042923	F
Q9WV54	GO:0017040	F
O43150	GO:0008047	F
P02706	GO:0004873	F
Q945S8	GO:0016279	F
Q708S8	GO:0015280	F
Q708S7	GO:0005261	F
Q708S7	GO:0015280	F
Q708S6	GO:0005261	F
Q708S6	GO:0015280	F
Q708S4	GO:0005261	F
Q708S4	GO:0015280	F
Q708S3	GO:0005261	F
Q9R0W5	GO:0015280	F
Q92485	GO:0008081	F
Q04519	GO:0061750	F
Q04519	GO:0008270	F
P50287	GO:0004067	F
Q8GXG1	GO:0004067	F
P30919	GO:0003948	F
P30919	GO:0043621	F
Q5ZJ23	GO:0004055	F
O75129	GO:0005509	F
O75129	GO:0043533	F
Q9N0Z6	GO:0051117	F
Q9N0Z6	GO:0050998	F
Q9TT37	GO:0051117	F
Q9TT37	GO:0050998	F
P13638	GO:0005391	F
C7EXK4	GO:0004012	F
O04846	GO:0004089	F
Q9ULI0	GO:0070577	F
O95260	GO:0004057	F
P81269	GO:0003677	F
G3V909	GO:0031625	F
Q8GXM7	GO:0044212	F
P46864	GO:0008017	F
P46875	GO:0016887	F
P46875	GO:0008017	F
O81635	GO:0016887	F
O81635	GO:0008017	F
Q6ZMM2	GO:0008201	F
P83484	GO:0005507	F
P83484	GO:0008266	F
P30049	GO:0022857	F
Q96250	GO:0008270	F
Q96251	GO:0050897	F
Q96251	GO:0008270	F
O75882	GO:0004872	F
Q8WXS8	GO:0004222	F
P59384	GO:0004175	F
P59384	GO:0050840	F
P59384	GO:0008201	F
O95450	GO:0004222	F
O95450	GO:0008237	F
Q9UKP5	GO:0008237	F
P84193	GO:0016836	F
P84193	GO:0016853	F
Q8GYM3	GO:0051011	F
Q9FMB4	GO:0051011	F
Q94BP7	GO:0051011	F
Q0WTP1	GO:0051011	F
Q38786	GO:0008422	F
Q38786	GO:0042802	F
Q56ZN6	GO:0009678	F
Q09927	GO:0046941	F
P23348	GO:0019899	F
Q96Q91	GO:0008510	F
Q9VLA1	GO:0046988	F
Q9VLA1	GO:0046989	F
Q9VLA1	GO:0015018	F
Q9VLA1	GO:0046987	F
Q9CW73	GO:0008499	F
O35789	GO:0015018	F
O97422	GO:0015018	F
Q6NQB7	GO:0048531	F
Q5XEZ1	GO:1990714	F
Q94A05	GO:1990714	F
Q94F27	GO:1990714	F
Q8GXG6	GO:1990714	F
Q10468	GO:0008376	F
Q6L9W6	GO:0008376	F
Q76KP1	GO:0008376	F
Q84UC7	GO:0015181	F
Q84UC7	GO:0005290	F
Q84UC7	GO:0015189	F
Q8BGV7	GO:0042802	F
P56818	GO:0004175	F
P56819	GO:0008233	F
Q64559	GO:0047617	F
Q9R1T1	GO:0042803	F
Q9LRC8	GO:0052748	F
Q9BLJ6	GO:0030544	F
Q94F62	GO:0033612	F
O65258	GO:0016161	F
Q94FV7	GO:0042803	F
P97876	GO:0003677	F
P97876	GO:0046982	F
Q9UIF9	GO:0042393	F
Q9UIF9	GO:0001164	F
Q93Y32	GO:0004084	F
P54690	GO:0004084	F
P54690	GO:0042802	F
E2E2N7	GO:0000287	F
E2E2N7	GO:0010334	F
O14874	GO:0047323	F
O14874	GO:0016301	F
O55028	GO:0004672	F
Q02337	GO:0003858	F
Q5SZJ8	GO:0001106	F
O35153	GO:0005484	F
Q6PDU5	GO:0005163	F
Q12934	GO:0005200	F
Q13515	GO:0005200	F
O49353	GO:0004338	F
Q9SCV1	GO:0004565	F
Q9SCU9	GO:0004565	F
Q9SCW1	GO:0004565	F
Q9SCV9	GO:0004565	F
Q9SCV8	GO:0004565	F
Q9SCV5	GO:0004565	F
Q5BFC4	GO:0004565	F
P23780	GO:0004565	F
P23780	GO:0016787	F
